DisplayName,Types,Latitude,Longitude,Rating,UserRatingCount,FormattedAddress,WebsiteUri,InternationalPhoneNumber,PriceLevel,EditorialSummary,OpenNow,WeekdayDescriptions
Le Kibele,"['restaurant', 'mediterranean_restaurant', 'coffee_shop', 'cafe', 'art_gallery', 'bar', 'food_store', 'store', 'food', 'performing_arts_theater', 'event_venue', 'point_of_interest', 'establishment']",48.871353899999995,2.3520987,4.2,724.0,"12 Rue de l'Échiquier, 75010 Paris, France",https://kibele.fr/,+33 1 48 24 57 74,PRICE_LEVEL_MODERATE,Turkish specialties served in a relaxed outfit with a basement venue for live music.,True,"['Monday: 11:30\u202fAM\u2009–\u20091:30\u202fAM', 'Tuesday: 11:30\u202fAM\u2009–\u20091:30\u202fAM', 'Wednesday: 11:30\u202fAM\u2009–\u20091:30\u202fAM', 'Thursday: 11:30\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 11:30\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:30\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 3:00\u202fPM\u2009–\u20091:30\u202fAM']"
Artazart,"['book_store', 'art_gallery', 'store', 'point_of_interest', 'establishment']",48.8727102,2.3636779,4.7,850.0,"83 Quai de Valmy, 75010 Paris, France",http://www.artazart.com/,+33 1 40 40 24 00,,,True,"['Monday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20097:30\u202fPM']"
Fringe,"['coffee_shop', 'cafe', 'art_gallery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.862783300000004,2.3647928,4.6,1089.0,"106 Rue de Turenne, 75003 Paris, France",http://www.fringecoffeeparis.com/,,PRICE_LEVEL_MODERATE,"Hip, modern spot for specialist coffees with house-roasted beans, plus vegan cakes & brunch options.",True,"['Monday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20095:00\u202fPM']"
Polka Galerie,"['art_gallery', 'point_of_interest', 'establishment']",48.857900099999995,2.3665004,4.6,409.0,"Cour de Venise, 12 Rue Saint-Gilles, 75003 Paris, France",http://www.polkagalerie.com/,+33 1 76 21 41 32,,,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
Galleria Continua | Paris,"['art_gallery', 'point_of_interest', 'establishment']",48.8618806,2.3566323,4.6,207.0,"87 Rue du Temple, 75003 Paris, France",http://www.galleriacontinua.com/,+33 1 43 70 00 88,,,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
Perrotin,"['art_gallery', 'point_of_interest', 'establishment']",48.870129899999995,2.3129483,4.7,50.0,"2bis Av. Matignon, 75008 Paris, France",https://www.perrotin.com/,+33 1 83 62 51 64,,,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
The Walled Off Hotel Paris,"['hotel', 'art_gallery', 'lodging', 'point_of_interest', 'establishment']",48.8746762,2.3417239000000003,4.3,413.0,"44 Rue du Faubourg Montmartre, 75009 Paris, France",https://www.walledoffhotel.paris/,+33 1 87 04 19 63,,,,[]
Galerie Thaddaeus Ropac,"['art_gallery', 'point_of_interest', 'establishment']",48.860661099999994,2.3636472,4.5,261.0,"7 Rue Debelleyme, 75003 Paris, France",http://www.ropac.net/,+33 1 42 72 99 00,,Bright space with temporary solo & group exhibitions by emerging & established contemporary artists.,True,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
La Louisiane,"['hotel', 'coffee_shop', 'cafe', 'art_gallery', 'lodging', 'food_store', 'store', 'food', 'event_venue', 'point_of_interest', 'establishment']",48.8537477,2.3368552,4.1,379.0,"60 Rue de Seine, 75006 Paris, France",https://www.hotel-lalouisiane.com/,+33 1 44 32 17 17,,"Relaxed hotel offering old-school rooms, a shared lounge & bike storage, plus breakfast for a fee.",True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Tuileries Garden,"['garden', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.863491599999996,2.3274942999999997,4.6,111555.0,"75001 Paris, France",https://parisjetaime.com/culture/jardin-des-tuileries-p3545,,,"Expansive, 17th-century formal garden dotted with statues, including 18 bronzes by Maillol.",True,"['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:00\u202fPM']"
Place des Vosges,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",48.85561140000001,2.3655266,4.6,29988.0,"Pl. des Vosges, 75004 Paris, France",https://parisjetaime.com/transport/place-des-vosges-p1907,,,"Oldest planned square in Paris, lined with trees and red brick houses, built by Henri IV in 1612.",,[]
Jardin du Palais Royal,"['garden', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.8649723,2.3378061,4.7,8451.0,"8 Rue de Montpensier, 75001 Paris, France",http://www.domaine-palais-royal.fr/,+33 1 47 03 92 16,,"Landscaped grounds of a 17th century palace with a large fountain, tree-lined walkways & flowerbeds.",True,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']"
Musée de Montmartre,"['tourist_attraction', 'garden', 'park', 'tea_house', 'museum', 'point_of_interest', 'establishment']",48.887709,2.3406731,4.5,4031.0,"12 Rue Cortot, 75018 Paris, France",http://museedemontmartre.fr/,+33 1 49 25 89 39,,"Art museum tracing local history & culture, in 17th-century house & garden where Renoir once worked.",True,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']"
Fontaine Saint-Michel,"['historical_landmark', 'monument', 'cultural_landmark', 'park', 'historical_place', 'point_of_interest', 'establishment']",48.853237199999995,2.3437736000000005,4.4,7489.0,"Pl. Saint-Michel, 75005 Paris, France",,,PRICE_LEVEL_MODERATE,"Stone fountain, opened in 1860, on a bustling junction and a popular Latin Quarter meeting point.",True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Esplanade des Invalides,"['historical_place', 'tourist_attraction', 'picnic_ground', 'park', 'point_of_interest', 'establishment']",48.86100450000001,2.3132288,4.6,6419.0,"1 Rue Fabert, 75007 Paris, France",https://www.paris.fr/equipements/esplanade-des-invalides-1787,,,This large lawn often used for picnicking & sunbathing has views of prominent buildings & the Seine.,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Villemin - Mahsa Jîna Amini Garden,"['garden', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.875112,2.3618411999999998,4.2,3728.0,"14 Rue des Récollets, 75010 Paris, France",,,,"Park with a kids' play area, community vegetable garden, ball-game areas, a bandstand & lawns.",True,"['Monday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20099:30\u202fPM']"
Café Kitsuné Palais Royal,"['cafe', 'garden', 'coffee_shop', 'ice_cream_shop', 'park', 'bakery', 'wholesaler', 'dessert_shop', 'confectionery', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",48.8655731,2.3372512,4.0,1394.0,"51 Gal de Montpensier, 75001 Paris, France",https://maisonkitsune.com/mk/find-a-store/cafe-kitsune-palais-royal/,+33 1 40 15 62 31,PRICE_LEVEL_MODERATE,,True,"['Monday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20097:00\u202fPM']"
Square du Vert-Galant,"['tourist_attraction', 'garden', 'park', 'point_of_interest', 'establishment']",48.857487,2.3401677,4.5,1412.0,"15 Pl. du Pont Neuf, 75001 Paris, France",https://www.parisinfo.com/musee-monument-paris/71519/Square-du-Vert-Galant,,,"Small popular garden with fauna and flora, erected with a statue tribute of King Henri IV.",True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
BLOOM HOUSE HOTEL RESTAURANT & SPA PARIS,"['hotel', 'garden', 'park', 'spa', 'gym', 'lodging', 'bar', 'health', 'restaurant', 'food', 'sports_activity_location', 'point_of_interest', 'establishment']",48.881493999999996,2.3626255,4.7,485.0,"23 R. du Château Landon, 75010 Paris, France",https://www.bloomhouse-hotel.com/fr/,+33 1 83 64 53 53,,,,[]
Jardin du Carrousel,"['garden', 'park', 'point_of_interest', 'establishment']",48.8619966,2.3320700999999997,4.7,369.0,"6 Av. du Général Lemonnier, 75001 Paris, France",,,,,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Café Kitsuné Tuileries,"['cafe', 'garden', 'coffee_shop', 'dog_cafe', 'ice_cream_shop', 'park', 'bakery', 'wholesaler', 'dessert_shop', 'confectionery', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",48.8644663,2.3303944999999997,4.2,776.0,"208 Rue de Rivoli, 75001 Paris, France",https://www.maisonkitsune.com/mk/fr/boutiques/,+33 1 45 08 06 02,,,True,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:00\u202fPM']"
Square du Temple - Elie Wiesel,"['tourist_attraction', 'botanical_garden', 'park', 'point_of_interest', 'establishment']",48.864487399999994,2.3607212,4.4,3401.0,"64 Rue de Bretagne, 75003 Paris, France",https://www.paris.fr/equipements/square-du-temple-elie-wiesel-2425,,,"English landscaped botanical garden with a pool & waterfall, lawns, rare trees & Jewish memorial.",True,"['Monday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:30\u202fPM']"
Jardin des Champs-Élysées,"['garden', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.8672475,2.3179396999999997,4.5,2356.0,"10 Av. des Champs-Élysées, 75008 Paris, France",https://www.paris.fr/equipements/jardins-des-champs-elysees-2471,,,"Iconic formal gardens landscaped by André Le Notre in 1667, with theaters, palaces & statues.",True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Square Louise Michel,"['garden', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.8850123,2.3433924,4.5,7835.0,"6 Pl. Saint-Pierre, 75018 Paris, France",https://www.paris.fr/equipements/square-louise-michel-1762,+33 1 53 41 18 18,,Leafy square & gardens offering city views & fountains with steps leading up to Sacre Coeur church.,True,"['Monday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:30\u202fPM']"
Hotel Alfred Sommier,"['hotel', 'garden', 'park', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8720305,2.3239593,4.6,431.0,"20 Rue de l'Arcade, 75008 Paris, France",http://www.alfredsommier.com/,+33 1 88 22 33 44,,"Stylish rooms & opulent suites in a sophisticated hotel offering a restaurant, a bar & a courtyard.",True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Square Montholon,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.8768914,2.3465377999999997,4.0,2041.0,"2 Rue Mayran, 75009 Paris, France",https://www.paris.fr/equipements/square-montholon-2469,+33 1 71 37 75 09,,"Created in the 19th century, this terraced square features plane trees & marble statues.",True,"['Monday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:30\u202fPM']"
Fontaine des Innocents,"['historical_landmark', 'park', 'historical_place', 'point_of_interest', 'establishment']",48.860647,2.3480327,4.1,1783.0,"Pl. Joachim du Bellay, 75001 Paris, France",https://www.parisinfo.com/transports/73158/Fontaine-des-Innocents,,,"Renaissance-style fountain completed in 1550 to honor King Henry II, depicting nymphs & Greek gods.",True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Square René Viviani,"['garden', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.8521748,2.347596,4.5,3011.0,"2 Rue du Fouarre, 75005 Paris, France",https://www.paris.fr/equipements/square-rene-viviani-2441,,,This picturesque park by the Saint-Julien-le-Pauvre church features a fountain & landscaping.,True,"['Monday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20098:30\u202fPM']"
Hôtel Parister,"['hotel', 'city_hall', 'garden', 'swimming_pool', 'park', 'spa', 'gym', 'lodging', 'local_government_office', 'government_office', 'bar', 'health', 'restaurant', 'food', 'sports_activity_location', 'point_of_interest', 'establishment']",48.8753716,2.3442984,4.3,312.0,"19 Rue Saulnier, 75009 Paris, France",https://www.hotelparister.com/,+33 1 80 50 91 91,,"Warm quarters in an upscale hotel offering an indoor pool & a spa, plus dining, a bar & a terrace.",,[]
Louvre Museum,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",48.8606111,2.337644,4.7,345641.0,"75001 Paris, France",https://www.louvre.fr/,+33 1 40 20 53 17,,"Former historic palace housing huge art collection, from Roman sculptures to da Vinci's ""Mona Lisa.""",True,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']"
Notre-Dame Cathedral of Paris,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",48.85296820000001,2.3499021,4.7,68302.0,"6 Parvis Notre-Dame - Pl. Jean-Paul II, 75004 Paris, France",https://www.notredamedeparis.fr/,+33 1 42 34 56 10,,"Towering, 12th-century cathedral with flying buttresses & gargoyles, setting for Hugo's novel.",True,"['Monday: 7:50\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:50\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:50\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:50\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:50\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:15\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 8:15\u202fAM\u2009–\u20097:30\u202fPM']"
Basilique du Sacré-Cœur de Montmartre,"['monument', 'tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",48.886704599999995,2.3431043,4.7,149808.0,"35 Rue du Chevalier de la Barre, 75018 Paris, France",https://www.sacre-coeur-montmartre.com/,+33 1 53 41 89 00,,"Iconic, domed white church, completed in 1914, with interior mosaics, stained-glass windows & crypt.",True,"['Monday: 6:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u200910:30\u202fPM']"
Musée d'Orsay,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",48.859961399999996,2.3265614,4.8,103170.0,"Esplanade Valéry Giscard d'Estaing, 75007 Paris, France",https://www.musee-orsay.fr/fr,+33 1 40 49 48 14,,"Major 19th- & 20th-century European art collections housed in a monumental, former railway station.",True,"['Monday: Closed', 'Tuesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20099:45\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20096:00\u202fPM']"
Palais Garnier,"['opera_house', 'tourist_attraction', 'performing_arts_theater', 'concert_hall', 'auditorium', 'event_venue', 'point_of_interest', 'establishment']",48.8719697,2.3316014,4.7,52083.0,"Pl. de l'Opéra, 75009 Paris, France",https://www.operadeparis.fr/,+33 1 40 07 00 43,,Italian-style opera house with ceiling painted by Chagall & library museum in 19th-century building.,,[]
Moulin Rouge,"['tourist_attraction', 'night_club', 'performing_arts_theater', 'event_venue', 'point_of_interest', 'establishment']",48.8841232,2.3322518999999997,4.3,14375.0,"82 Bd de Clichy, 75018 Paris, France",https://www.moulinrouge.fr/,+33 1 53 09 82 82,,"Famed 19th-century cabaret featuring Belle Epoque decor, dinner & dancers in elaborate costumes.",True,"['Monday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200911:00\u202fPM']"
Tuileries Garden,"['garden', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",48.863491599999996,2.3274942999999997,4.6,111555.0,"75001 Paris, France",https://parisjetaime.com/culture/jardin-des-tuileries-p3545,,,"Expansive, 17th-century formal garden dotted with statues, including 18 bronzes by Maillol.",True,"['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:00\u202fPM']"
